Zotero Export,11/6/2015,(Not Applicable),Zotero/IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC5N6KN3,conferencePaper,2006,"Strasser, Mario; Vogt, Harald",Autonomous and Distributed Node Recovery in Wireless Sensor Networks,Proceedings of the Fourth ACM Workshop on Security of Ad Hoc and Sensor Networks,978-1-59593-554-0,,10.1145/1180345.1180360,http://doi.acm.org/10.1145/1180345.1180360,"Intrusion or misbehaviour detection systems are an important and widely accepted security tool in computer and wireless sensor networks. Their aim is to detect misbehaving or faulty nodes in order to take appropriate countermeasures, thus limiting the damage caused by adversaries as well as by hard or software faults. So far, however, once detected, misbehaving nodes have just been isolated from the rest of the sensor network and hence are no longer usable by running applications. In the presence of an adversary or software faults, this proceeding will inevitably lead to an early and complete loss of the whole network.For this reason, we propose to no longer expel misbehaving nodes, but to recover them into normal operation. In this paper, we address this problem and present a formal specification of what is considered a secure and correct node recovery algorithm together with a distributed algorithm that meets these properties. We discuss its requirements on the soft- and hardware of a node and show how they can be fulfilled with current and upcoming technologies. The algorithm is evaluated analytically as well as by means of extensive simulations, and the findings are compared to the outcome of a real implementation for the BTnode sensor platform. The results show that recovering sensor nodes is an expensive, though feasible and worthwhile task. Moreover, the proposed program code update algorithm is not only secure but also fair and robust.",2006,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:06,113–122,,,,,,,SASN '06,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,intrusion detection; node recovery; sensor networks; wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572I7TN8,conferencePaper,2008,"Becchi, Michela; Franklin, Mark; Crowley, Patrick",A workload for evaluating deep packet inspection architectures,,978-1-4244-2777-2,,10.1109/IISWC.2008.4636093,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4636093,,Oct-08,8/11/2015 13:04,8/11/2015 13:55,8/11/2015 13:04,79-89,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDVVI6E,journalArticle,2006,"Estan, C.; Varghese, G.; Fisk, M.",Bitmap Algorithms for Counting Active Flows on High-Speed Links,IEEE/ACM Transactions on Networking,,1063-6692,10.1109/TNET.2006.882836,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=1709947,,Oct-06,8/11/2015 12:57,8/11/2015 13:55,8/11/2015 12:57,925-937,,5,14,,,,,,,,,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG696TSD,journalArticle,2011,"Xiang, Guang; Hong, Jason; Rose, Carolyn P.; Cranor, Lorrie",CANTINA+: A Feature-Rich Machine Learning Framework for Detecting Phishing Web Sites,ACM Trans. Inf. Syst. Secur.,,1094-9224,10.1145/2019599.2019606,http://doi.acm.org/10.1145/2019599.2019606,"Phishing is a plague in cyberspace. Typically, phish detection methods either use human-verified URL blacklists or exploit Web page features via machine learning techniques. However, the former is frail in terms of new phish, and the latter suffers from the scarcity of effective features and the high false positive rate (FP). To alleviate those problems, we propose a layered anti-phishing solution that aims at (1) exploiting the expressiveness of a rich set of features with machine learning to achieve a high true positive rate (TP) on novel phish, and (2) limiting the FP to a low level via filtering algorithms. Specifically, we proposed CANTINA+, the most comprehensive feature-based approach in the literature including eight novel features, which exploits the HTML Document Object Model (DOM), search engines and third party services with machine learning techniques to detect phish. Moreover, we designed two filters to help reduce FP and achieve runtime speedup. The first is a near-duplicate phish detector that uses hashing to catch highly similar phish. The second is a login form filter, which directly classifies Web pages with no identified login form as legitimate. We extensively evaluated CANTINA+ with two methods on a diverse spectrum of corpora with 8118 phish and 4883 legitimate Web pages. In the randomized evaluation, CANTINA+ achieved over 92% TP on unique testing phish and over 99% TP on near-duplicate testing phish, and about 0.4% FP with 10% training phish. In the time-based evaluation, CANTINA+ also achieved over 92% TP on unique testing phish, over 99% TP on near-duplicate testing phish, and about 1.4% FP under 20% training phish with a two-week sliding window. Capable of achieving 0.4% FP and over 92% TP, our CANTINA+ has been demonstrated to be a competitive anti-phishing solution.",Sep-11,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:09,21:1–21:28,,2,14,,,CANTINA+,,,,,,,,,,,,ACM Digital Library,,,,,,,Anti-phishing; information retrieval; machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP3SBSE4,journalArticle,2015,"Gill, Phillipa; Crete-Nishihata, Masashi; Dalek, Jakub; Goldberg, Sharon; Senft, Adam; Wiseman, Greg",Characterizing Web Censorship Worldwide: Another Look at the OpenNet Initiative Data,ACM Trans. Web,,1559-1131,10.1145/2700339,http://doi.acm.org/10.1145/2700339,"In this study, we take another look at 5 years of web censorship data gathered by the OpenNet Initiative in 77 countries using user-based testing with locally relevant content. Prior to our work, this data had been analyzed with little automation, focusing on what content had been blocked, rather than how blocking was carried out. In this study, we use more rigorous automation to obtain a longitudinal, global view of the technical means used for web censorship. We also identify blocking that had been missed in prior analyses. Our results point to considerable variability in the technologies used for web censorship, across countries, time, and types of content, and even across ISPs in the same country. In addition to characterizing web censorship in countries that, thus far, have eluded technical analysis, we also discuss the implications of our observations on the design of future network measurement platforms and circumvention technologies.",Jan-15,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:18,4:1–4:29,,1,9,,,Characterizing Web Censorship Worldwide,,,,,,,,,,,,ACM Digital Library,,,,,,,Censorship; network measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF9CECBD,journalArticle,2009,"Zhu, Ye; Bettati, Riccardo",Compromising Anonymous Communication Systems Using Blind Source Separation,ACM Trans. Inf. Syst. Secur.,,1094-9224,10.1145/1609956.1609964,http://doi.acm.org/10.1145/1609956.1609964,"We propose a class of anonymity attacks to both wired and wireless anonymity networks. These attacks are based on the blind source separation algorithms widely used to recover individual signals from mixtures of signals in statistical signal processing. Since the philosophy behind the design of current anonymity networks is to mix traffic or to hide in crowds, the proposed anonymity attacks are very effective. The flow separation attack proposed for wired anonymity networks can separate the traffic in a mix network. Our experiments show that this attack is effective and scalable. By combining the flow separation method with frequency spectrum matching, a passive attacker can derive the traffic map of the mix network. We use a nontrivial network to show that the combined attack works. The proposed anonymity attacks for wireless networks can identify nodes in fully anonymized wireless networks using collections of very simple sensors. Based on a time series of counts of anonymous packets provided by the sensors, we estimate the number of nodes with the use of principal component analysis. We then proceed to separate the collected packet data into traffic flows that, with help of the spatial diversity in the available sensors, can be used to estimate the location of the wireless nodes. Our simulation experiments indicate that the estimators show high accuracy and high confidence for anonymized TCP traffic. Additional experiments indicate that the estimators perform very well in anonymous wireless networks that use traffic padding.",Nov-09,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:10,8:1–8:31,,1,13,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,Anonymous communication; blind source separation; location privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2VFAV5M,conferencePaper,2010,"Shin, Seungwon; Gu, Guofei",Conficker and Beyond: A Large-scale Empirical Study,Proceedings of the 26th Annual Computer Security Applications Conference,978-1-4503-0133-6,,10.1145/1920261.1920285,http://doi.acm.org/10.1145/1920261.1920285,"Conficker [26] is the most recent widespread, well-known worm/bot. According to several reports [16, 28], it has infected about 7 million to 15 million hosts and the victims are still increasing even now. In this paper, we analyze Conficker infections at a large scale, including about 25 millions victims, and study various interesting aspects about this state-of-the-art malware. By analyzing Conficker, we intend to understand current and new trends in malware propagation, which could be very helpful in predicting future malware trends and providing insights for future malware defense. We observe that Conficker has some very different victim distribution patterns compared to many previous generation worms/botnets, suggesting that new malware spreading models and defense strategies are likely needed. Furthermore, we intend to determine how well a reputation-based blacklisting approach can perform when faced with new malware threats such as Conficker. We cross-check several DNS blacklists and IP/AS reputation data from Dshield [6] and FIRE [7], and our evaluation shows that unlike a previous study [18] which shows that a blacklist-based approach can detect most bots, these reputation-based approaches did relatively poorly for Conficker. This raised the question, how can we improve and complement existing reputation-based techniques to prepare for future malware defense? Finally, we look into some insights for defenders. We show that neighborhood watch is a surprisingly effective approach in the Conficker case. This suggests that security alert sharing/correlation (particularly among neighborhood networks) could be a promising approach and play a more important role for future malware defense.",2010,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:59,151–160,,,,,,Conficker and Beyond,ACSAC '10,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9NEUZPUX,journalArticle,2015,"Baur, Tobias; Mehlmann, Gregor; Damian, Ionut; Lingenfelser, Florian; Wagner, Johannes; Lugrin, Birgit; André, Elisabeth; Gebhard, Patrick",Context-Aware Automated Analysis and Annotation of Social Human–Agent Interactions,ACM Trans. Interact. Intell. Syst.,,2160-6455,10.1145/2764921,http://doi.acm.org/10.1145/2764921,"The outcome of interpersonal interactions depends not only on the contents that we communicate verbally, but also on nonverbal social signals. Because a lack of social skills is a common problem for a significant number of people, serious games and other training environments have recently become the focus of research. In this work, we present NovA (Nonverbal behavior Analyzer), a system that analyzes and facilitates the interpretation of social signals automatically in a bidirectional interaction with a conversational agent. It records data of interactions, detects relevant social cues, and creates descriptive statistics for the recorded data with respect to the agent's behavior and the context of the situation. This enhances the possibilities for researchers to automatically label corpora of human--agent interactions and to give users feedback on strengths and weaknesses of their social behavior.",Jun-15,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:11,11:1–11:33,,2,5,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,automated behavior analysis; interaction design; serious games; Social cue recognition; virtual job interviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QKJ6JHEZ,conferencePaper,2007,"Sterne, Daniel; Lawler, Geoffrey; Gopaul, Richard; Rivera, Brian; Marcus, Kelvin; Kruus, Peter",Countering False Accusations and Collusion in the Detection of In-Band Wormholes,,978-0-7695-3060-4,,10.1109/ACSAC.2007.41,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=4412993,,Dec-07,8/11/2015 12:56,8/11/2015 13:55,8/11/2015 12:56,243-256,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R48I289I,journalArticle,2011,"Kamra, Ashish; Bertino, Elisa",Design and Implementation of an Intrusion Response System for Relational Databases,IEEE Transactions on Knowledge and Data Engineering,,1041-4347,10.1109/TKDE.2010.151,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5560655,,Jun-11,8/11/2015 12:57,8/11/2015 13:55,8/11/2015 12:57,875-888,,6,23,,,,,,,,,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4KJT33W,conferencePaper,2009,"Szymczyk, Miroslaw",Detecting Botnets in Computer Networks Using Multi-agent Technology,,978-0-7695-3674-3,,10.1109/DepCoS-RELCOMEX.2009.46,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5261007,,2009,8/11/2015 13:08,8/11/2015 13:55,8/11/2015 13:08,192-201,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMMQ6EWQ,conferencePaper,2013,"Morris, Thomas H.; Jones, Bryan A.; Vaughn, Rayford B.; Dandass, Yoginder S.",Deterministic Intrusion Detection Rules for MODBUS Protocols,,978-1-4673-5933-7 978-0-7695-4892-0,,10.1109/HICSS.2013.174,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6480055,,Jan-13,8/11/2015 13:11,8/11/2015 13:55,8/11/2015 13:11,1773-1781,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5U7PT8D9,journalArticle,2011,"Fung, Carol J; Zhang, Jie; Aib, Issam; Boutaba, Raouf",Dirichlet-Based Trust Management for Effective Collaborative Intrusion Detection Networks,IEEE Transactions on Network and Service Management,,1932-4537,10.1109/TNSM.2011.050311.100028,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5871350,,Jun-11,8/11/2015 12:57,8/11/2015 13:55,8/11/2015 12:57,79-91,,2,8,,,,,,,,,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDIW6NWW,journalArticle,2011,"Bu, Shengrong; Yu, F. Richard; Liu, Xiaoping P.; Mason, Peter; Tang, Helen",Distributed Combined Authentication and Intrusion Detection With Data Fusion in High-Security Mobile Ad Hoc Networks,IEEE Transactions on Vehicular Technology,,"0018-9545, 1939-9359",10.1109/TVT.2010.2103098,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5678662,,Mar-11,8/11/2015 13:02,8/11/2015 13:55,8/11/2015 13:02,1025-1036,,3,60,,,,,,,,,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIE85S8J,conferencePaper,2014,"Schomp, Kyle; Allman, Mark; Rabinovich, Michael",DNS Resolvers Considered Harmful,Proceedings of the 13th ACM Workshop on Hot Topics in Networks,978-1-4503-3256-9,,10.1145/2670518.2673881,http://doi.acm.org/10.1145/2670518.2673881,"The Domain Name System (DNS) is a critical component of the Internet infrastructure that has many security vulnerabilities. In particular, shared DNS resolvers are a notorious security weak spot in the system. We propose an unorthodox approach for tackling vulnerabilities in shared DNS resolvers: removing shared DNS resolvers entirely and leaving recursive resolution to the clients. We show that the two primary costs of this approach---loss of performance and an increase in system load---are modest and therefore conclude that this approach is beneficial for strengthening the DNS by reducing the attack surface.",2014,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:09,16:1–16:7,,,,,,,HotNets-XIII,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9JJVD8H8,conferencePaper,2014,"Kourai, Kenichi; Nakamura, Kousuke",Efficient VM Introspection in KVM and Performance Comparison with Xen,,978-1-4799-6474-1 978-1-4799-6473-4,,10.1109/PRDC.2014.33,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6974789,,Nov-14,8/11/2015 13:04,8/11/2015 13:55,8/11/2015 13:04,192-202,,,,,,,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967SH5DM,conferencePaper,2010,"Park, Jong Chun; Crandall, Jedidiah R.",Empirical Study of a National-Scale Distributed Intrusion Detection System: Backbone-Level Filtering of HTML Responses in China,,978-1-4244-7261-1,,10.1109/ICDCS.2010.46,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5541676,,2010,8/11/2015 12:58,8/11/2015 13:55,8/11/2015 12:58,315-326,,,,,,Empirical Study of a National-Scale Distributed Intrusion Detection System,,,,,IEEE,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNURRVXU,conferencePaper,2011,"Kaur, P.; Rattan, D.; Bhardwaj, A. K.",Enhancement of Fault Tolerance of Intrusion Detection System Using AES and DES Based Heart Beat Events,Proceedings of the International Conference &#38; Workshop on Emerging Trends in Technology,978-1-4503-0449-8,,10.1145/1980022.1980088,http://doi.acm.org/10.1145/1980022.1980088,"In accordance with the increasing importance of intrusion detection systems (IDS), users justifiably demand the trustworthiness of the IDS. However, IDS themselves are prone to various attacks and it becomes the natural primary target of hostile attacks with the aim of disabling the detection feature and allowing an attacker to operate without being detected. This paper suggests that intrusion detection system (IDS) must be fault tolerant; otherwise, the intruder may first subvert the IDS then attack the target system at will. Making an IDS fault tolerant [2] is a challenging task. The aim of this research paper is to enhance the fault tolerance of IDS using AES and DES based heart beat events. Brute Force attack has been simulated and the effectiveness of encrypted heartbeat event based fault tolerance for Intrusion Detection System is evaluated.",2011,7/28/2014 23:06,7/28/2014 23:06,7/28/2014 23:06,292–297,,,,,,,ICWET '11,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\PSXTK62I\Kaur et al. - 2011 - Enhancement of Fault Tolerance of Intrusion Detect.pdf,,enhancement,AES; DES; fault tolerance; heartbeat message; integrity checking; intrusion detection system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M3Q7QAW,journalArticle,2010,"Ficara, Domenico; Di Pietro, Andrea; Giordano, Stefano; Procissi, Gregorio; Vitucci, Fabio",Enhancing Counting Bloom Filters Through Huffman-coded Multilayer Structures,IEEE/ACM Trans. Netw.,,1063-6692,10.1109/TNET.2010.2055243,http://dx.doi.org/10.1109/TNET.2010.2055243,"Bloom Filters are efficient randomized data structures for membership queries on a set with a certain known false positive probability. Counting Bloom Filters (CBFs) allow the same operation on dynamic sets that can be updated via insertions and deletions with larger memory requirements. This paper first presents a simple tight upper bound for counters overflow probability in CBFs, which is adopted in the design of more efficient CBFs. On the basis of such theoretical achievements, we introduce the idea of a hierarchical structure as well as the use of Huffman code to improve standard CBFs in terms of fast access and limited memory consumption (up to 50% of memory saving). The target could be the implementation of the compressed data structures in the small (but fast) local memory or ""on-chip SRAM"" of devices such as network processors. As an application of our algorithms, an anti-evasion system is finally proposed.",Dec-10,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 13:18,1977–1987,,6,18,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,counting bloom filter (CBF); evasion; hashing; Huffman coding; multilayer structure; network processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QS3W5MDG,journalArticle,2008,"Ryu, Young U.; Rhee, Hyeun-Suk",Evaluation of Intrusion Detection Systems Under a Resource Constraint,ACM Trans. Inf. Syst. Secur.,,1094-9224,10.1145/1380564.1380566,http://doi.acm.org/10.1145/1380564.1380566,"An intrusion detection system plays an important role in a firm's overall security protection. Its main purpose is to identify potentially intrusive events and alert the security personnel to the danger. A typical intrusion detection system, however, is known to be imperfect in detection of intrusive events, resulting in high false-alarm rates. Nevertheless, current intrusion detection models unreasonably assume that upon alerts raised by a system, an information security officer responds to all alarms without any delay and avoids damages of hostile activities. This assumption of responding to all alarms with no time lag is often impracticable. As a result, the benefit of an intrusion detection system can be overestimated by current intrusion detection models. In this article, we extend previous models by including an information security officer's alarm inspection under a constraint as a part of the process in determining the optimal intrusion detection policy. Given a potentially hostile environment for a firm, in which the intrusion rates and costs associated with intrusion and security officers' inspection can be estimated, we outline a framework to establish the optimal operating points for intrusion detection systems under security officers' inspection constraint. The optimal solution to the model will provide not only a basis of better evaluation of intrusion detection systems but also useful insights into operations of intrusion detection systems. The firm can estimate expected benefits for running intrusion detection systems and establish a basis for increase in security personnel to relax security officers' inspection constraint.",Jul-08,7/24/2014 18:36,7/24/2014 18:36,7/24/2014 18:36,20:1–20:24,,4,11,,,,,,,,,,,,,,,ACM Digital Library,,,,C:\Users\Ryan\AppData\Roaming\Zotero\Zotero\Profiles\hn6tel97.default\zotero\storage\AF9FTF52\Ryu and Rhee - 2008 - Evaluation of Intrusion Detection Systems Under a .pdf,,evaluation,computer security; intrusion detection; optimal inspection rates; optimal operating points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J5IBVX6J,conferencePaper,2015,"Koutra, Danai; Bennett, Paul N.; Horvitz, Eric",Events and Controversies: Influences of a Shocking News Event on Information Seeking,Proceedings of the 24th International Conference on World Wide Web,978-1-4503-3469-3,,,http://dl.acm.org/citation.cfm?id=2736277.2741099,"It has been suggested that online search and retrieval contributes to the intellectual isolation of users within their preexisting ideologies, where people's prior views are strengthened and alternative viewpoints are infrequently encountered. This so-called ""filter bubble"" phenomenon has been called out as especially detrimental when it comes to dialog among people on controversial, emotionally charged topics, such as the labeling of genetically modified food, the right to bear arms, the death penalty, and online privacy. We seek to identify and study information-seeking behavior and access to alternative versus reinforcing viewpoints following shocking, emotional, and large-scale news events. We choose for a case study to analyze search and browsing on gun control/rights, a strongly polarizing topic for both citizens and leaders of the United States. We study the period of time preceding and following a mass shooting to understand how its occurrence, follow-on discussions, and debate may have been linked to changes in the patterns of searching and browsing. We employ information-theoretic measures to quantify the diversity of Web domains of interest to users and understand the browsing patterns of users. We use these measures to characterize the influence of news events on these web search and browsing patterns.",2015,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:03,614–624,,,,,,Events and Controversies,WWW '15,,,,International World Wide Web Conferences Steering Committee,"Republic and Canton of Geneva, Switzerland",,,,,,ACM Digital Library,,,,,,,controversies; filter bubble; log / behavioral analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7PQRI2BU,conferencePaper,2006,"Yang, Junfeng; Sar, Can; Engler, Dawson","EXPLODE: A Lightweight, General System for Finding Serious Storage System Errors",Proceedings of the 7th Symposium on Operating Systems Design and Implementation,978-1-931971-47-8,,,http://dl.acm.org/citation.cfm?id=1298455.1298469,"Storage systems such as file systems, databases, and RAID systems have a simple, basic contract: you give them data, they do not lose or corrupt it. Often they store the only copy, making its irrevocable loss almost arbitrarily bad. Unfortunately, their code is exceptionally hard to get right, since it must correctly recover from any crash at any program point, no matter how their state was smeared across volatile and persistent memory. This paper describes EXPLODE, a system that makes it easy to systematically check real storage systems for errors. It takes user-written, potentially system-specific checkers and uses them to drive a storage system into tricky corner cases, including crash recovery errors. EXPLODE uses a novel adaptation of ideas from model checking, a comprehensive, heavy-weight formal verification technique, that makes its checking more systematic (and hopefully more effective) than a pure testing approach while being just as lightweight. EXPLODE is effective. It found serious bugs in a broad range of real storage systems (without requiring source code): three version control systems, Berkeley DB, an NFS implementation, ten file systems, a RAID system, and the popular VMware GSX virtual machine. We found bugs in every system we checked, 36 bugs in total, typically with little effort.",2006,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:02,131–146,,,,,,EXPLODE,OSDI '06,,,,USENIX Association,"Berkeley, CA, USA",,,,,,ACM Digital Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXDIM78R,conferencePaper,2009,"Vassilevska, Virginia; Williams, Ryan","Finding, Minimizing, and Counting Weighted Subgraphs",Proceedings of the Forty-first Annual ACM Symposium on Theory of Computing,978-1-60558-506-2,,10.1145/1536414.1536477,http://doi.acm.org/10.1145/1536414.1536477,"For a pattern graph H on k nodes, we consider the problems of finding and counting the number of (not necessarily induced) copies of H in a given large graph G on n nodes, as well as finding minimum weight copies in both node-weighted and edge-weighted graphs. Our results include: The number of copies of an H with an independent set of size s can be computed exactly in O*(2s nk-s+3) time. A minimum weight copy of such an H (with arbitrary real weights on nodes and edges) can be found in O(4s+o(s) nk-s+3) time. (The O* notation omits (k) factors.) These algorithms rely on fast algorithms for computing the permanent of a k x n matrix, over rings and semirings. The number of copies of any H having minimum (or maximum) node-weight (with arbitrary real weights on nodes) can be found in O(n? k/3 + n2k/3+o(1)) time, where ? < 2.4 is the matrix multiplication exponent and k is divisible by 3. Similar results hold for other values of k. Also, the number of copies having exactly a prescribed weight can be found within this time. These algorithms extend the technique of Czumaj and Lingas (SODA 2007) and give a new (algorithmic) application of multiparty communication complexity. Finding an edge-weighted triangle of weight exactly 0 in general graphs requires ?(n2.5-?) time for all ? > 0, unless the 3SUM problem on N numbers can be solved in O(N2 - ?) time. This suggests that the edge-weighted problem is much harder than its node-weighted version.",2009,8/11/2015 14:37,8/11/2015 14:37,8/11/2015 14:09,455–464,,,,,,,STOC '09,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,3sum; cliques; paths; subgraph isomorphism; weighted graph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWENJAKC,journalArticle,2013,"Amoroso, Edward G.",From the Enterprise Perimeter to a Mobility-Enabled Secure Cloud,IEEE Security & Privacy,,1540-7993,10.1109/MSP.2013.8,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6427810,,Jan-13,8/11/2015 13:13,8/11/2015 13:55,8/11/2015 13:13,23-31,,1,11,,,,,,,,,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
